,MDVP:Fo(Hz),MDVP:Fhi(Hz),MDVP:Flo(Hz),MDVP:Jitter(%),MDVP:Jitter(Abs),MDVP:RAP,MDVP:PPQ,Jitter:DDP,MDVP:Shimmer,MDVP:Shimmer(dB),Shimmer:APQ3,Shimmer:APQ5,MDVP:APQ,Shimmer:DDA,NHR,HNR,RPDE,DFA,spread1,spread2,D2,PPE,jitter_stability_ratio,shimmer_composite,voice_quality_index,frequency_range,frequency_cv
39,0.0,0.012685234327094277,0.005993058933381035,0.0,0.0,0.011162058396666416,0.0,0.01141920414682675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040430065018362764,0.03179522962288601,0.0403034996432585,0.045905936822199775,0.017847312197656923,0.0,0.0,0.006505346404871875,0.0,0.0
40,0.02115657835238437,-0.11714402921543084,0.0,0.0,-0.019326618588155587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.036307384203916764,0.012901850347151508,0.08182866346692581,-0.03526464575871041,0.0,0.01696213232355662,0.0,0.0,-0.08019538048362443,0.056382934855450886
41,0.019849561034794395,0.0,0.03315549169603144,0.02918057116455698,0.0,-0.045402505406223245,0.0,-0.04349070963284589,0.0,0.0,0.0,0.0,0.0,0.0,0.016550809534253003,0.0,-0.03555164737816407,-0.05188723540568412,0.0,0.0,0.0,0.0,0.0,0.0,-0.0163063727956938,0.0,0.06212094738485622
42,-0.016302407866625044,-0.020749168720250344,-0.0229278543338469,0.07311117437409148,0.06650240433924298,-0.043058816578334054,0.0,-0.04150048418062108,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.06556750859763398,0.0,0.0,0.09878780215601933,0.0,-0.01722096638097448,0.0,0.0,0.0,0.0
43,0.024329261474425247,0.0,0.021743234742447923,0.0,0.0,0.03490642703799153,0.0,0.04005339935914491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022496754127897006,0.0,0.02340763376644434,0.020168930414242135,0.0,0.0,0.0,0.017405398116305038,0.0,0.022709504891011,0.0,0.018969329258409377
44,0.0,-0.10092734327594367,0.0,-0.045267039658038064,-0.019665754514064354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07273195835648473,0.0,0.0,-0.03171316782998758,0.0,0.06298904841188227,0.04281882460734706,0.0,0.031560578312063374,0.0,0.0,-0.08248935863442203,0.24689392397197976
45,0.0,0.016287724766304107,0.010128443105288617,0.0,0.0,0.016548287033598955,0.0,0.0173524937119721,0.0,0.0,0.0,0.010919703951469979,0.0,0.0,0.010185131269985298,0.0,0.0,0.03949566874065659,0.021986823188991332,0.057859935256400735,0.0,0.0,0.0,0.0097573666301721,0.0,0.0,0.0
46,0.011996582376687338,0.03361094292641653,0.004190364800569026,0.0,0.0,0.031018444043938654,0.0,0.033955612705577475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05502770631148971,0.002961421381506818,0.03584876280388756,0.0,0.0032061512815355,0.0,0.0,0.007936314699988165,0.0
47,-0.06793038945726966,-0.0358217307689535,-0.07786122429056916,0.0,0.0,-0.007411901321517922,0.0,-0.016044162525921474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.03207231851821272,-0.05346384887445087,-0.11230801086975079,0.0,-0.02651748743410125,-0.1400937438341898,0.0,0.0,0.0,0.0
48,-0.015236007261115542,0.0,0.0,-0.020649825842103092,-0.055694670779947844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.022075151269873826,0.0,0.07026187135978378,0.0,0.060534057888325714,-0.1482860497856519,0.0,-0.0348353832439562,0.0,-0.026394039030624372,0.0,-0.029528951083549294
49,0.01685126712579699,0.01972917597689557,0.014509323101686625,0.0,0.0,0.06889408250812346,0.0,0.06699448633823896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010139293862993438,0.0,0.0,0.01688660114243068,0.0,0.010049402179123808,0.0,0.0,0.0,0.009172359803580082,0.0,0.008682542133695357
